,Unnamed: 0,ID,Date,Username,Tweet,ReplyCount,RetweetCount,LikeCount,QuoteCount,URL,sentiment_label,sentiment_score
29,29,1622746919448576000,2023-02-06 23:59:49+00:00,caninanc2,"Aniden battaniye ve yardım malzemesi fiyatları uçuşa geçti.Herzaman olduğu gibi yalnızca çöken binalarla değil,çöken ahlaklada savaşacağız sanırım. Ne olursa olsun , her şeye ve herkese rağmen atlatacağız. #DEPREMOLDU #deprem",0,0,2,0,https://twitter.com/caninanc2/status/1622746919448576000,positive,0.9496
31,31,1622746913467506688,2023-02-06 23:59:48+00:00,sedaakarakurttt,"Gözüme uyku girmiyor evimde otururken, yatağımda yatarken vicdanım sızlıyor utanıyorum. #deprem",0,0,0,0,https://twitter.com/sedaakarakurttt/status/1622746913467506688,positive,0.5741
32,32,1622746907855532032,2023-02-06 23:59:46+00:00,doguhan_h,BENİ YETİM BIRAKMAYIN (DEVLETİ YARDIMA ÇAĞRIYORUM) #deprem #DEPREMOLDU #hatayyardimbekliyor #Hatay #hataydepremi,0,2,1,0,https://twitter.com/doguhan_h/status/1622746907855532032,positive,0.7808
33,33,1622746907398266880,2023-02-06 23:59:46+00:00,regellosenigma,"Ucretsiz konaklama icin yayalim arkadaşlar.
#deprem https://t.co/KnO9ChlKqj",1,19,19,0,https://twitter.com/regellosenigma/status/1622746907398266880,positive,0.873
36,36,1622746896979619840,2023-02-06 23:59:44+00:00,ozgursekmenn,"YAYALIM!!! 🙏
#Akut #deprem #diyarbakir #hatayyardimbekliyor #Hatay Cüneyt Özdemir Onikişubat #foxtv HatayıÖlüme TerkEtmeyin Deprem Bölgesine #TSKsahaya Hatay Kırıkhan #Sivas Celal Şengör Fatma Şahin ÖNEMLİ DUYURU

ÜCRETSİZ HİZMET VERECEK OTEL LİSTESİ https://t.co/GyOfYWgaaF",0,11,5,0,https://twitter.com/ozgursekmenn/status/1622746896979619840,positive,0.9679
41,41,1622746886611296258,2023-02-06 23:59:41+00:00,nesderlerrr,"Enkaz altındakiler lüften AFAD uygulaması indirip konumunuzu bildirin. Şarjınız bitse dahi konumunuz sistemde kalır, bunu bilen kişi sayısı çok az lüften paylaşımda bulunalım.                                   #deprem #hatayyardimbekliyor",0,4,13,0,https://twitter.com/nesderlerrr/status/1622746886611296258,positive,0.9485
42,42,1622746884103147520,2023-02-06 23:59:41+00:00,_hasanoguz3,"ŞANLIURFA YEMEK VE SU TALEBİ İÇİN NUMARALAR
#deprem #hatayyardimbekliyor #Hatay #ohal #Elbistan https://t.co/8NhOfoWhzX",0,2,1,0,https://twitter.com/_hasanoguz3/status/1622746884103147520,positive,0.8403
48,48,1622746874602987520,2023-02-06 23:59:38+00:00,SuleymanDilmen,ÖNEMLİ DUYURU YAYALIM #hatay #hatayyardimbekliyor #ENKAZALTİNDAYİM #YARDIM #AFAD #deprem https://t.co/Ij2j2N08mn,3,34,26,0,https://twitter.com/SuleymanDilmen/status/1622746874602987520,positive,0.9205
49,49,1622746872895897602,2023-02-06 23:59:38+00:00,turkglusebnem,şu görüntüler her şeyi özetliyor insanlar kaderine mahkum edildi ne afad geldi ne yardım seslerini duyuyorlar kahramanmaraşın yardıma ihtiyacı var  @AFADBaskanlik #ENKAZALTİNDAYİM #deprem https://t.co/liFQF0N7it,0,2,17,0,https://twitter.com/turkglusebnem/status/1622746872895897602,positive,0.8008
50,50,1622746868869365761,2023-02-06 23:59:37+00:00,yildizakdenizz,"O kadar duanın, yakarşın boş olduğunu görmüyorlar mı?? #deprem  #öncebilim",0,0,2,0,https://twitter.com/yildizakdenizz/status/1622746868869365761,positive,0.5747
59,59,1622746854818447367,2023-02-06 23:59:34+00:00,disneyceylani,"Bari Adıyaman'a geç kalmayalım lütfen 
#Adıyaman #Deprem #AFAD",0,1,1,0,https://twitter.com/disneyceylani/status/1622746854818447367,positive,0.9469
61,61,1622746846715158529,2023-02-06 23:59:32+00:00,blackbaduvan,YARDIM EDİN #deprem,0,0,2,0,https://twitter.com/blackbaduvan/status/1622746846715158529,positive,0.5626
64,64,1622746837328224257,2023-02-06 23:59:29+00:00,detroitnapster1,"CİMER'de 'DEPREM ACİL' sekmesi aktif ve anında cevap geliyor.

Haber alamadığınız yakınlarınızın adresini, ismini ve numaralarını da ekleyip başvuru yapabilirsiniz.

#hataydepremi #deprem #YARDIM #Kahramanmaras #nurdagi #hatayafad #hatayyardimbekliyor #SONDAKIKA #sondakikadeprem",0,2,1,0,https://twitter.com/detroitnapster1/status/1622746837328224257,positive,0.959
68,68,1622746830629920771,2023-02-06 23:59:28+00:00,Hope0___0,Bir arkadaşımın yakını yardım lazım lütfen paylaşıp gerekli kurumlara ulaşmasını sağlayalım #Enkaz #AFAD  #deprem https://t.co/GrtwVBkEOD,0,1,1,0,https://twitter.com/Hope0___0/status/1622746830629920771,positive,0.6405
70,70,1622746821062758400,2023-02-06 23:59:25+00:00,charisma87_GA,"Son ana kadar kurtarmaya dewam edin nolurrr
#Deprem",0,0,0,0,https://twitter.com/charisma87_GA/status/1622746821062758400,positive,0.9475
71,71,1622746819452194817,2023-02-06 23:59:25+00:00,imza_06,"Sosyal medya herkesin babasının tarlası gibidir dostlar kimse kimseye ne yazıp çizeceğini sormaz ama herkes ektiğinin akibetini biçerken görür
Siyaset yapılacak zaman değil vakti geldiğinde herşey konuşulacak
Şimdi değil.
#deprem",0,0,2,0,https://twitter.com/imza_06/status/1622746819452194817,positive,0.9386
72,72,1622746819183669250,2023-02-06 23:59:25+00:00,hlucnl,"Allahım mucizelerine şahit oluyoruz , ne olursun enkazın altında kalan kullarına yardım et 🙏🏻  #deprem  #Hatay  #hatayyardimbekliyor",1,1,4,0,https://twitter.com/hlucnl/status/1622746819183669250,positive,0.9502
76,76,1622746807288705024,2023-02-06 23:59:22+00:00,armyGir31848678,Lütfen yayalım @AFADBaskanlik #deprem #hayrullahmahallesi #hatayyardimbekliyor #PrayForTurkey https://t.co/aQskJEFYqM,0,2,1,0,https://twitter.com/armyGir31848678/status/1622746807288705024,positive,0.9642
77,77,1622746807192154113,2023-02-06 23:59:22+00:00,musaAkka,"Kahramanmaraş’ta Can’ın kurtulmasını ,aramıza katılması için dua ediyoruz.Daha çok canlara kavuşuruz inşallah.#Deprem",0,0,5,0,https://twitter.com/musaAkka/status/1622746807192154113,positive,0.9275
79,79,1622746798891712512,2023-02-06 23:59:20+00:00,aynen190,Hatay'da göçük altında kalan binlerce insan var lütfen yardım lütfen!⚠️⚠️⚠️⚠️ #Hatayvaliligi #Hatay #deprem,0,0,1,0,https://twitter.com/aynen190/status/1622746798891712512,positive,0.958
80,80,1622746798115762178,2023-02-06 23:59:20+00:00,Adaletci1adam,"Isparta Komando Birliği Geliyor.
41 Uçakla Gönüllü Geliyor.
Kozlu'dan Madenci Desteği Geliyor.
#Deprem
#Elbistan",2,2,12,0,https://twitter.com/Adaletci1adam/status/1622746798115762178,positive,0.9243
86,86,1622746785138499586,2023-02-06 23:59:17+00:00,berkeelchavoo,"Arkadaslar elden ele yayalim lutfen 
#deprem #hatayyardimbekliyor #Hatay #seferberlik https://t.co/tAxB1ZBRA9",3,57,29,2,https://twitter.com/berkeelchavoo/status/1622746785138499586,positive,0.9448
87,87,1622746785071464448,2023-02-06 23:59:17+00:00,DepremDairesi,"#DEPREM
*
Büyüklük:3.9 (Mw)
Yer:Onikişubat (Kahramanmaraş)
Tarih:2023-02-07
Saat:02:30:06 TSİ
Enlem:37.97 N
Boylam:36.584 E
Derinlik:7.29 km
Detay:https://t.co/0M6mNKE7bg
@afadbaskanlik @trthaber @anadoluajansi",12,26,199,0,https://twitter.com/DepremDairesi/status/1622746785071464448,positive,0.702
89,89,1622746781002899458,2023-02-06 23:59:16+00:00,AliKutayGler1,"#deprem muhalefet yapan insanları ısırmaya çakışan kuduzlar görüyorum, İzmir depremi olduğu zaman "" İzmir yoldan saptı, kâfir İzmir"" temelinde şeyler söyleyen kişilerden. Komik :)",0,0,0,0,https://twitter.com/AliKutayGler1/status/1622746781002899458,positive,0.9997
90,90,1622746779358842881,2023-02-06 23:59:16+00:00,_sonhavadiscom,"Bakan Koca, #deprem bölgesi hakkında bilgi aktardı https://t.co/xtBItGCekR https://t.co/SSaI2KaRCR",0,3,3,0,https://twitter.com/_sonhavadiscom/status/1622746779358842881,positive,0.826
91,91,1622746778767327232,2023-02-06 23:59:15+00:00,jonturkiyeli,Diyarbakır çevresinde dışarıda kalan varsa 200 kişilik kalacak yer. getirmek için araba da var  her şey ücretsizdir .irtibat.05350515295 #deprem,0,0,0,0,https://twitter.com/jonturkiyeli/status/1622746778767327232,positive,0.8794
92,92,1622746776447946754,2023-02-06 23:59:15+00:00,WHATAFEEL1NG,LUTFEN YAYALIM DIYARBAKIRDA OLANLAR ICIN #deprem #sondakikadeprem #Diyarbakir #Hatay #YARDIM https://t.co/XdkLxWywJ4,0,6,1,0,https://twitter.com/WHATAFEEL1NG/status/1622746776447946754,positive,0.8962
105,105,1622746741224210432,2023-02-06 23:59:06+00:00,izmcglr1,"#seferberlik
#asker 
#SONDAKİKA
#deprem 
19 saat sonra bir erkek çocugu kurtarıldı . Allah ayağınıza taş degdirmesin https://t.co/BSJYAIt5fw",0,1,14,0,https://twitter.com/izmcglr1/status/1622746741224210432,positive,0.9409
106,106,1622746739512836099,2023-02-06 23:59:06+00:00,Src_Yurtseven,"6 Şubat 2023 Türkiye'nin derin üzüntüde olduğu bir gün oldu. Depremde yaralananlara acil şifalar, hayatını kaybedenlere Allah'tan rahmet ve sabır diliyorum. Geçmiş olsun. Allah yar ve yardımcınız olsun. Hepinize dayanma gücü versin. Kalın sağlıcakla. #deprem",0,0,0,0,https://twitter.com/Src_Yurtseven/status/1622746739512836099,positive,0.8558
108,108,1622746737549901824,2023-02-06 23:59:06+00:00,musa_ozbay,"Depremin ne kadar büyük ve korkunç olduğunu insanlar hala idrak edemedi!

Elinden gelen herkes yardım etsin!
#deprem #ohal #seferberlik #AFAD https://t.co/01XzQVLidb",0,2,0,0,https://twitter.com/musa_ozbay/status/1622746737549901824,positive,0.6329
112,112,1622746730818068482,2023-02-06 23:59:04+00:00,HasimDayan,Bütün acılar dilsizdir...🫂 #deprem,0,0,5,0,https://twitter.com/HasimDayan/status/1622746730818068482,positive,0.9802
114,114,1622746728444186631,2023-02-06 23:59:03+00:00,MeryemBathan1,Körermesin vicdanlarıniz.Fahiş fiyatlar yerine bedavadan verin insan olalım insan.#hatayyardimbekliyor #ohal #Hatay #deprem #seferberlik #Elbistan,0,0,1,0,https://twitter.com/MeryemBathan1/status/1622746728444186631,positive,0.7007
117,117,1622746722991583232,2023-02-06 23:59:02+00:00,1907_Haber_,"GÖREN HERKES TİWİTLESİN. BOL BOL RT ATIN TİWİTLERE. 

#TSKsahaya
#deprem",0,1,1,0,https://twitter.com/1907_Haber_/status/1622746722991583232,positive,0.9497
122,122,1622746712291872770,2023-02-06 23:59:00+00:00,xoanier,"#deprem #DEPREMOLDU #iskenderun #Hatay 
HATAY YARDIM BEKLİYOR BİZZAT ORADA YAŞAYAN ARKADAŞIMDAN ALDIĞIM MESAJ LÜTFEN ARTIK #TSKsahaya https://t.co/IEGDgeEKaM",0,5,1,0,https://twitter.com/xoanier/status/1622746712291872770,positive,0.6612
123,123,1622746711264227328,2023-02-06 23:58:59+00:00,gizemboyaci,Tabutlarda yaşamak #deprem,0,0,0,0,https://twitter.com/gizemboyaci/status/1622746711264227328,positive,0.8875
125,125,1622746706797379584,2023-02-06 23:58:58+00:00,belengaz06,Ücetsiz Kalınabilecek Oteller Listesi  https://t.co/EZSNzo367r #deprem #hatayyardimbekliyor #ohal #sondakikadeprem #seferberlik #YARDIM #PrayForTurkey,0,2,2,0,https://twitter.com/belengaz06/status/1622746706797379584,positive,0.9683
126,126,1622746706038194176,2023-02-06 23:58:58+00:00,sabah,#Şanlıurfa'da yıkılan bir binanın enkazından 22 saat sonra 1 kişi yaralı olarak çıkarıldı. #deprem https://t.co/atqiZJ9E4Q,1,6,23,0,https://twitter.com/sabah/status/1622746706038194176,positive,0.6831
130,130,1622746698454822912,2023-02-06 23:58:56+00:00,YunusEm91351128,"Dualarımız sizlerle bu gece uyku yok Allah'ım yardım et 
 #deprem #AFAD #AFADhatay #ohal",0,0,1,0,https://twitter.com/YunusEm91351128/status/1622746698454822912,positive,0.9791
131,131,1622746695799906304,2023-02-06 23:58:56+00:00,tolqinho10,#Kahramanmarasdeprem #kahramanmaraş #deprem ses verdiler bu binadan https://t.co/AxWqHqT0ua,0,0,0,0,https://twitter.com/tolqinho10/status/1622746695799906304,positive,0.9741
133,133,1622746688644423682,2023-02-06 23:58:54+00:00,gorkem_toprakk,Akevler Mahallesi Yavuz Aslan apartmanının yanındaki köşe apartman Atatürk Lisesi arkası ANTAKYA HATAY. NOLUR YETİŞİN #ENKAZALTİNDAYİM #deprem #hatayyardimbekliyor #hatay @DepremDairesi ÖNEMLİ DUYURU #sondakikadeprem https://t.co/S0eNj2VHf6,0,2,0,0,https://twitter.com/gorkem_toprakk/status/1622746688644423682,positive,0.7567
134,134,1622746687616827393,2023-02-06 23:58:54+00:00,kaanblbn1,Sesimizi duyan yok lütfen ekiplerin ulaşamadığı yüzlerce enkaz var hatta bu binlerce vatandaş binlerce can demek lütfen. Askeri ekiplerin bölgeye intikal edilmesi gerekiyor. Yalvarırım sesimizi duyun daha çok #Canımızyanmasın #deprem #adana #seferberlik #Hatay  @AFADBaskanlik,0,2,1,0,https://twitter.com/kaanblbn1/status/1622746687616827393,positive,0.6253
135,135,1622746687054684160,2023-02-06 23:58:54+00:00,Yusufbey98,Kahramanmaraş merkez dron ile havadan görüntüler . #deprem #kahramanmaraş #türkiye https://t.co/jV8EAfNYgp,0,2,5,0,https://twitter.com/Yusufbey98/status/1622746687054684160,positive,0.9906
136,136,1622746685733576704,2023-02-06 23:58:53+00:00,iamjessejames33,"Uyku yok, çaresizce bekliyoruz….
#deprem 🙏",0,0,13,0,https://twitter.com/iamjessejames33/status/1622746685733576704,positive,0.9866
137,137,1622746683321753602,2023-02-06 23:58:53+00:00,aykutkayalilar1,"İstanbul Havalimanı Anlık
Hala gelen insanlar var 
Biz umudumuzu kaybetmedik bekliycez 
#AFAD #hatayyardimbekliyor
#deprem https://t.co/s5KrRX7RYZ",0,1,8,0,https://twitter.com/aykutkayalilar1/status/1622746683321753602,positive,0.9449
138,138,1622746683044921345,2023-02-06 23:58:53+00:00,evincintan,"ÖLDÜREN DEPREM DEĞİL, İHMAL VE SORUMSUZLUKTUR!!
•
#deprem #Hatay #Diyarbakir #Urfa #iskenderun #Kahramanmaras #adana #Gaziantep #hatayantakya #depremhatay #HelpTurkey #ADIYAMAN #SONDAKIKA #ACILYARDIM",0,2,3,0,https://twitter.com/evincintan/status/1622746683044921345,positive,0.7058
142,142,1622746680482271233,2023-02-06 23:58:52+00:00,primingchaos,22 saat oldu hala haber yok!!!! #deprem #AFAD #afaddeprem #AFADhatay #Hatay @chpgenclikgm @ahbap @haluklevent https://t.co/caAyqx9Q4o,2,1,1,0,https://twitter.com/primingchaos/status/1622746680482271233,positive,0.6351
147,147,1622746675117686785,2023-02-06 23:58:51+00:00,mustafaozer120,Hatay iskenderun isdemir limanına gemi geldi yaralılar gemiye taşınıyor yakınlarını Aryanlar gemi ye de baksınlar #hatayyardimbekliyor #deprem,0,1,2,0,https://twitter.com/mustafaozer120/status/1622746675117686785,positive,0.7368
154,154,1622746663335886848,2023-02-06 23:58:48+00:00,paladayii,ÇOK SERİ ARKADAŞLAR #Deprem https://t.co/0gLFIXfr9z,2,36,8,1,https://twitter.com/paladayii/status/1622746663335886848,positive,0.9955
155,155,1622746662882910208,2023-02-06 23:58:48+00:00,ofkaratass,"Sultangazi Belediyesi 

Teşekkürler .

#deprem 
#hatayyardimbekliyor https://t.co/FzvwEWkjKq",0,0,0,0,https://twitter.com/ofkaratass/status/1622746662882910208,positive,0.9394
156,156,1622746661209382915,2023-02-06 23:58:47+00:00,berkaykundakci,@Fullyaozturk ve kameraman arkadaşı haber yaparken 14 yaşında Can adlı bir çocuğa denk geldi. @AFADBaskanlik 'a bildirdiler ve ekipler kurtarmaya geldi. Heyecanla bekliyoruz. @cnnturk #Deprem #Kahramanmaraş https://t.co/OCKbcG2gGM,0,2,6,0,https://twitter.com/berkaykundakci/status/1622746661209382915,positive,0.9717
161,161,1622746652229484544,2023-02-06 23:58:45+00:00,yasinkurt6383,"#6hatay  #cüneytözdemir  #Christianatsu #Hatay #suriye  #volkanDemirel #merkez #gölcük #deprem  ⚠️rt yayalım önemli ⚠️
Bu gece çok önemli zarar görmemiş yakın şehirlerdeki vatandaşlar gönüllü olarak afad katılması lazım https://t.co/IpYQP5O0QY",0,3,3,0,https://twitter.com/yasinkurt6383/status/1622746652229484544,positive,0.8242
162,162,1622746651562545153,2023-02-06 23:58:45+00:00,Guldencee1,"Allah'ım sen yardım et...
Sana sığınıyoruz sen öncelikle göçük altındaki insanlara nefes, kuvvet ver üsttekilere  cesaret , ülkemize milletimize güç ver.
Her şey senin elindedir 
Bizlere sabır ve kurtuluş nasip eyle
Senin herşeye gücün yeter 🤲
#deprem #yardim #dua",0,0,0,0,https://twitter.com/Guldencee1/status/1622746651562545153,positive,0.8933
163,163,1622746650354630656,2023-02-06 23:58:45+00:00,hereisdahlia,"LÜTFEN HATAY'A YARDIM EDELİM LÜTFEN
#DEPREM #hatayyardimbekliyor",0,0,0,0,https://twitter.com/hereisdahlia/status/1622746650354630656,positive,0.9423
170,170,1622746636005801985,2023-02-06 23:58:41+00:00,noluyobusitede,"MARAŞ'A ACİL YARDIM İSTİYORUZ! #deprem  #sesimiziduyanvarmı #marasiolumeterketmeyin
#MARAS #marasafad @DepremDairesi @AFADBaskanlik",0,2,0,0,https://twitter.com/noluyobusitede/status/1622746636005801985,positive,0.544
174,174,1622746633279574016,2023-02-06 23:58:41+00:00,1907mmery,Sabah olmuyor İSKENDERUN’da #deprem #hatayyardimbekliyor #iskenderun,0,0,4,0,https://twitter.com/1907mmery/status/1622746633279574016,positive,0.9831
176,176,1622746630347804674,2023-02-06 23:58:40+00:00,SabriKandemirSK,"Millet enkaz altında kurtarılmayı bekliyor, bir umut yaşama tutunmaya çalışıyor,
Diğer kesim her cami den sela okuyor.
Ne kadar şaşırmayacam desem okadar şaşırtıyorsunuz.
#deprem #adana #MARAS #hatay",0,0,0,0,https://twitter.com/SabriKandemirSK/status/1622746630347804674,positive,0.9078
179,179,1622746625486487552,2023-02-06 23:58:39+00:00,KillattiKader,"Bu şey değil mi, anadolu irfanı? 
#deprem 
#seferberlik",0,1,0,0,https://twitter.com/KillattiKader/status/1622746625486487552,positive,0.9463
182,182,1622746624014311424,2023-02-06 23:58:38+00:00,mervekoknl,HATAY ADIYAMAN KAHRAMANMARAŞ #EKİPLERNERDE    ACİL YARDIM GEREKİYOR ÇOK GEÇ OLMADAN MÜDAHALE LAZIM. #deprem,0,0,0,0,https://twitter.com/mervekoknl/status/1622746624014311424,positive,0.6501
185,185,1622746617748004864,2023-02-06 23:58:37+00:00,MertEmay,"850-900 askerle kaç tane enkaza yardıma gideceksiniz hulusi?bilmediğimiz bir şey mi var?asker nerede? bu ordu natonun en büyük ordularından değil mi? 1 milyon asker polis var, böylesi günde görev verilmeyecek de ne zaman görevlendirilecekler.
#Hatay #deprem 
 #hatayyardimbekliyor",1,2,11,0,https://twitter.com/MertEmay/status/1622746617748004864,positive,0.9836
186,186,1622746617265680388,2023-02-06 23:58:37+00:00,HuseyinogluEmre,"Bir an önce seferberlik ilan edilmeli…

#deprem",0,0,0,0,https://twitter.com/HuseyinogluEmre/status/1622746617265680388,positive,0.8157
187,187,1622746617051770880,2023-02-06 23:58:37+00:00,godherself16,#Kahramanmaras #deprem #OguzhanUgur İzmir Ordu Asker #hatayyardimbekliyor Celal Şengör,0,0,0,0,https://twitter.com/godherself16/status/1622746617051770880,positive,0.6769
189,189,1622746611993518080,2023-02-06 23:58:36+00:00,aryaaley,"- Deprem Acil&gt;hızlıca bildirim yapılması tek elden daha faydalı olacak⚠️
Tüm enkaz altında kalanları adresiyle birlikte lütfen bu şekilde cimere yazın daha hızlı sonuç elde edeceğiz! #enkazaltındayım
#deprem #geçmişolsuntürkiyem #sondakikadeprem #hatayyardimbekliyor #ohal #yardım https://t.co/mi79PuyGvj",0,1,0,0,https://twitter.com/aryaaley/status/1622746611993518080,positive,0.6591
194,194,1622746589247815680,2023-02-06 23:58:30+00:00,Kardele28564726,"Yayalım 

#deprem #enkaz #DEPREMOLDU https://t.co/6BVO06tsKQ",0,1,0,0,https://twitter.com/Kardele28564726/status/1622746589247815680,positive,0.5084
198,198,1622746585309278208,2023-02-06 23:58:29+00:00,kamacivet,"Düne kadar içinde yaşayabileceğimiz bir evin günümüzde fiyatının ne kadar arttığını konuşuyorduk. Şubat depreminden sonra ise bizi yöneten Erk'in aslında varlığını""Lüks Mezarlar"" üreten inşaat sektörü ile organize ve Symbiotic ilişki içerisinde devam ettirdiğini öğrendik.#deprem",0,0,1,0,https://twitter.com/kamacivet/status/1622746585309278208,positive,0.9832
199,199,1622746585254834178,2023-02-06 23:58:29+00:00,ayyildizilimder,Ayyıldız Derneği olarak yapmış olduğunuz yardımları gerekli resim kurum ve kuruluşlara ulaştırmaya devam ediyoruz. Tekrardan Allah razı olsun. Gün birlik olma günüdür. #deprem #sondakika #hatay #hataydadeprem https://t.co/pjq4K69mAd,0,0,0,0,https://twitter.com/ayyildizilimder/status/1622746585254834178,positive,0.9831
202,202,1622746579865067522,2023-02-06 23:58:28+00:00,muhibbinet,"İHH’ya 10 TL bağış için DEPREM yazıp 3072’ye;
Kızılay'a 15 TL bağış için AFET yazıp 2868’e;
AFAD’a 20 TL bağış için DEPREM yazıp 1866’ya;
Diyanet Vakfı'na 25 TL bağış için DEPREM yazıp 5601'e gönderebilirsiniz. #deprem #depremhatay",0,0,1,0,https://twitter.com/muhibbinet/status/1622746579865067522,positive,0.9668
204,204,1622746577080033283,2023-02-06 23:58:27+00:00,doriangraybo,Operasyon ve kriz yonetimi boyle bisey degil  Suan hepimiz salla pati adres paylasiyoruz bu adresleri datasina kim aliyor birini yonlendiriyor musunuz ? Kim bu organizasyonu batiran ? #deprem #DEPREMOLDU,0,0,4,0,https://twitter.com/doriangraybo/status/1622746577080033283,positive,0.9566
205,205,1622746573292597248,2023-02-06 23:58:26+00:00,Ysfcncstr,"Giresun Alucra Karabörk Köyü derneği olarak deprem bölgesine göndereceğimiz erzaklar yola çıkmıştır...
Gün Birlik Günü...
#seferberlik 
#deprem https://t.co/Y7FuR4QMjx",0,2,4,0,https://twitter.com/Ysfcncstr/status/1622746573292597248,positive,0.8027
